LABEL	TITLE	SPEAKER	CONTENTS	
1	Biden Gets Grow Light Delivered To White House Under Fake Name	Vice President Joe Biden 	"You guys know if any boxes arrived for a Robert Marley? ""Long story, but I had a little mishap with my rig a few weeks ago and some of the guys on the Plantazoid forums said this thing is the shit."""	
1	"Hillary Clinton Spends Busy Day Fueling Speculation, Not Ruling Things Out"	press aide Nick Merrill 	"After dedicating a few hours in the morning to drawing a lot of focus, laying groundwork, and calculating risks, Mrs. Clinton conducted a full afternoon of taking stock of and thinking it through, as well as several hours of careful considering, ""Between looking ahead and setting the stage, Mrs. Clinton has been putting in 18-hour days of late. No sooner has she finished up an evening's worth of hinting at than she has to wake up the next morning at 6 a.m. and resume being touted as."""	
1	"ExxonMobil, Chevron Locked In Bidding War To Acquire Lucrative Pennsylvania Senator"	analyst John Blakey 	"This legislator represents an incredibly valuable commodity in the energy world, and both ExxonMobil and Chevron appear to be willing to pay whatever is necessary to acquire him, ""Granted, securing such a highly profitable elected official won't be cheap - it never is. Both of these companies know that if they are fortunate enough to gain possession of this senator, the acquisition will pay dividends for years to come."""	
1	Obama To Cut Costs By Packing Lunch Every Day For U.S. Populace	President Barack Obama 	"Providing each citizen with a baggie of baked tortilla chips, some baby carrots, and a Red Delicious apple is a simple way to help bring down their daily expenses while also making sure they have a wholesome, tasty meal at the same time, ""In just a few weeks, I think most Americans will find that the savings really add up. All right, so that's no tomatoes for Jennifer Burgess of Twin Falls, Idaho, and let me just slip this note of encouragement into Aidan Danielson's lunch bag before his big spelling test. There. All set."""	
1	"Israel's, Hamas' Disregard For Palestinian Life Aligning Nicely"	one resident 	"The fact that they're both willing to sacrifice innocent Palestinians is pretty horrifying, but you have to admit it's impressive just how much their callous, barbaric attitudes toward human life in Gaza match right up, ""Say what you want about Israel and Hamas, but at the end of the day, at least give them credit for how harmoniously their separate actions came together to create innocent civilian casualties. They might be dead set on one another's destruction, fine, but you can't say they don't make one hell of a complementary team when it comes to Palestinians dying."""	
1	Palestinians Starting To Have Mixed Feelings About Being Used As Human Shields	Azzam al-Salhi 	"At this point, I have to say I'm pretty much on the fence about having militants strategically store their missile batteries in and around my home, which Israel will almost certainly want to bomb, ""When I think about it, I guess I'd go so far as to say that I don't completely enjoy how this is being done entirely without my consent. And I'm not crazy about the fact that Hamas is actually okay with me dying as long as it fuels both resentment toward Israel and support for the party. If I'm being honest, I don't like that part at all. But then, sometimes I put myself in Hamas' shoes, and I guess I sort of appreciate where they're coming from, so it's tough. Of course, my kids hate it - they've actually told me that a couple of times. Oh, well, I guess I'll give it a couple more weeks and see how I feel about it then."""	
1	Voters Clamoring To Know If Female Political Candidate A Mother First	local resident Martin McGlynn 	"Elaine Romero has made her stance on the social and economic issues facing Nebraskans abundantly clear, but we will not rest until she states clearly and on the record whether she is a mom first and foremost, and a politician second, ""Time and time again, Ms. Romero has spoken on the need for government accountability and transparency, yet voters still don't know whether she wakes up in the morning as a mother and not a candidate running for office, or if she works hard to balance politics and parenting. Why is she beating around the bush? Why won't she just come out and say whether her goal in seeking public office is to help create a better world for her children to grow up in?"""	
1	Obama Always Freaked Out By People Standing Above Him Smiling Whenever He Signs Bill	President Obama 	"They form this peculiar little semicircle around me, flash these big, forced grins, and watch over my shoulder as I write my signature - the whole thing really just weirds me out, ""It's always some members of Congress or my cabinet, and there are usually some small business owners or veterans or whatever, but the absolute worst is when a group of little children literally surround my desk and hover over me as I sign a bill. It's so creepy."""	
1	Obama Narrowly Misses Quarterly Performance Bonus	White House administrator Sarah Hammond 	"We lay out our expectations very clearly in a meeting with the president at the beginning of every fiscal quarter, and unfortunately he came up a bit shy of meeting the targets we set for him, ""The president knew what his Q2 goals for health care sign-ups were, but he was unable to deliver the numbers we were looking for. He certainly didn't knock it out of the park like [Secretary of Transportation] Anthony Foxx, who easily exceeded his target of 20 new highway interchanges over the same period. Now, if President Obama could achieve anything close to that next quarter, it would go a long way toward securing that $1,500 bonus."""	
1	New Election Ruling Allows Candidates To Remain Completely Anonymous Throughout Campaign	agency spokesperson Wayne Branson 	"Candidates should be able to make themselves heard without having their identities, personal associations, and records on the issues exposed in the public eye, ""The fact that political candidates are no longer under any obligation to disclose who they are will ensure a freer, more open electoral process. It is our belief that elections should be about ideas and plans for the country, not about who is saying them, what that person looks like, what their background might be, if they're qualified, or what motives they might have."""	
